factura_id,fecha,cliente_id,provincia,canal,monto_total
10710,2024-12-27,12483,Santa Fe,Personal,76300
10711,2024-12-27,10991,Buenos Aires,Online,47400
10712,2024-12-27,12393,Cordoba,Online,58400
10713,2024-12-27,13251,Santa Fe,Online,66900
10714,2024-12-27,12994,Santa Fe,Online,109300
10715,2024-12-27,10189,Cordoba,Online,107900
10716,2024-12-27,12707,Buenos Aires,Online,119900
10702,2024-12-26,13299,Cordoba,Online,144100
10703,2024-12-26,13300,Santa Fe,Online,32100
10704,2024-12-26,12043,Santa Fe,Online,135100
10698,2024-12-25,11956,Santa Fe,Online,78200
10699,2024-12-25,12331,Cordoba,Online,66300
10700,2024-12-25,11190,Santa Fe,Online,108000
10701,2024-12-25,12549,Santa Fe,Online,82300
10696,2024-12-24,10545,Buenos Aires,Online,141600
10697,2024-12-24,12072,Santa Fe,Online,97200
10689,2024-12-23,11115,Santa Fe,Personal,18600
10690,2024-12-23,12847,Buenos Aires,Online,8700
10691,2024-12-23,13281,Santa Fe,Online,80300
10692,2024-12-23,11055,Buenos Aires,Online,95300
10693,2024-12-23,11117,Santa Fe,Online,24600
10694,2024-12-23,11184,Santa Fe,Online,48000
10695,2024-12-23,10945,Santa Fe,Online,47600
10683,2024-12-22,12378,Buenos Aires,Online,98700
10684,2024-12-22,11169,Santa Fe,Online,89400
10685,2024-12-22,10347,Cordoba,Online,151900
10686,2024-12-22,11623,Santa Fe,Personal,103900
10687,2024-12-22,11558,Cordoba,Personal,17400
10688,2024-12-22,12238,Santa Fe,Online,46900
10681,2024-12-21,13330,Cordoba,Online,27600
10682,2024-12-21,10573,Santa Fe,Online,106500
10669,2024-12-20,10904,Santa Fe,Online,137500
10670,2024-12-20,13072,Santa Fe,Online,36400
10671,2024-12-20,10445,Santa Fe,Online,87200
10672,2024-12-20,10330,Santa Fe,Online,213300
10673,2024-12-20,10029,Santa Fe,Online,14800
10674,2024-12-20,12034,Santa Fe,Online,53600
10675,2024-12-20,13368,Santa Fe,Online,107400
10676,2024-12-20,12981,Buenos Aires,Online,92500
10677,2024-12-20,13388,Santa Fe,Online,199000
10678,2024-12-20,11052,Santa Fe,Online,78900
10679,2024-12-20,10331,Cordoba,Online,159400
10680,2024-12-20,11335,Buenos Aires,Online,41100
10660,2024-12-19,12568,Cordoba,Online,59500
10661,2024-12-19,12519,Santa Fe,Online,48400
10662,2024-12-19,12331,Cordoba,Online,185400
10663,2024-12-19,12517,Santa Fe,Online,72400
10664,2024-12-19,13478,Buenos Aires,Online,87800
10665,2024-12-19,11396,Buenos Aires,Personal,123300
10666,2024-12-19,12064,Santa Fe,Online,134700
10667,2024-12-19,12090,Santa Fe,Online,21000
10668,2024-12-19,13018,Santa Fe,Online,91200
10652,2024-12-18,11273,San Luis,Online,66200
10653,2024-12-18,12919,Santa Fe,Online,8100
10654,2024-12-18,13217,Santa Fe,Online,73500
10655,2024-12-18,12979,Santiago del Estero,Online,94200
10656,2024-12-18,12876,Buenos Aires,Online,162000
10657,2024-12-18,13457,Santa Fe,Online,69700
10658,2024-12-18,13115,Santa Fe,Online,72200
10659,2024-12-18,10055,Entre Rios,Online,76200
10648,2024-12-17,10727,Santa Fe,Online,143600
10649,2024-12-17,12657,Santa Fe,Online,84800
10650,2024-12-17,11946,Santa Fe,Personal,55800
10651,2024-12-17,11923,Santa Fe,Online,49200
10643,2024-12-16,10773,Santa Fe,Online,57700
10644,2024-12-16,12658,Cordoba,Online,151500
10645,2024-12-16,11924,Tucuman,Online,11200
10646,2024-12-16,11931,Chaco,Online,31200
10647,2024-12-16,11737,Entre Rios,Online,57800
10628,2024-12-15,13097,Chaco,Online,46000
10629,2024-12-15,11395,Tucuman,Online,14900
10630,2024-12-15,13102,Santa Fe,Online,53400
10631,2024-12-15,11575,Santa Fe,Personal,41100
10632,2024-12-15,11835,Cordoba,Online,36800
10633,2024-12-15,11570,Cordoba,Online,157400
10634,2024-12-15,12422,Santa Fe,Online,8700
10635,2024-12-15,13244,La Pampa,Online,59700
10636,2024-12-15,13229,Entre Rios,Online,135200
10637,2024-12-15,10558,Cordoba,Online,47600
10638,2024-12-15,11847,Santa Fe,Online,40700
10639,2024-12-15,12651,Santa Fe,Personal,41800
10640,2024-12-15,11719,Santa Fe,Online,100900
10641,2024-12-15,11801,Corrientes,Online,97300
10642,2024-12-15,11273,San Luis,Online,12600
10626,2024-12-14,12611,Santa Fe,Online,118300
10627,2024-12-14,11573,Santa Fe,Online,140400
10619,2024-12-13,10166,Buenos Aires,Online,80700
10620,2024-12-13,12020,Chaco,Online,68400
10621,2024-12-13,11521,Santa Fe,Online,167900
10622,2024-12-13,12675,Buenos Aires,Online,100800
10623,2024-12-13,10120,Cordoba,Online,91900
10624,2024-12-13,13057,Buenos Aires,Online,134900
10625,2024-12-13,11934,Cordoba,Online,38200
10617,2024-12-12,12376,Santa Fe,Personal,84000
10618,2024-12-12,12963,Santa Fe,Online,132000
10607,2024-12-11,10205,Santa Fe,Online,32000
10608,2024-12-11,13335,Cordoba,Online,49500
10609,2024-12-11,11593,Cordoba,Online,151600
10610,2024-12-11,10647,Buenos Aires,Online,42400
10611,2024-12-11,12185,Santa Fe,Online,21100
10612,2024-12-11,12279,Buenos Aires,Online,85900
10613,2024-12-11,11058,Cordoba,Online,208800
10614,2024-12-11,10493,Santa Fe,Personal,101800
10615,2024-12-11,10064,Santa Fe,Personal,118400
10616,2024-12-11,13333,Santa Fe,Online,44400
10599,2024-12-10,10844,Santa Fe,Online,62200
10600,2024-12-10,13452,Santa Fe,Online,8700
10601,2024-12-10,12313,Cordoba,Online,15800
10602,2024-12-10,10441,Cordoba,Online,140900
10603,2024-12-10,11583,Cordoba,Online,140900
10604,2024-12-10,12228,Santa Fe,Online,56900
10605,2024-12-10,12042,Buenos Aires,Online,164300
10606,2024-12-10,10185,Santa Fe,Online,6900
10595,2024-12-09,11788,Cordoba,Online,142800
10596,2024-12-09,10983,Santa Fe,Online,10900
10597,2024-12-09,13269,Buenos Aires,Online,42000
10598,2024-12-09,12277,Santa Fe,Online,28700
10583,2024-12-08,13315,Santa Fe,Online,19000
10584,2024-12-08,11244,Santa Fe,Online,51500
10585,2024-12-08,10790,Buenos Aires,Online,100800
10586,2024-12-08,10154,Santa Fe,Online,29900
10587,2024-12-08,12431,Santa Fe,Online,92700
10588,2024-12-08,12694,Santa Fe,Online,106600
10589,2024-12-08,10904,Santa Fe,Online,100900
10590,2024-12-08,10577,Cordoba,Online,92400
10591,2024-12-08,10968,Santa Fe,Personal,74100
10592,2024-12-08,10042,Santa Fe,Online,176100
10593,2024-12-08,13195,Buenos Aires,Online,57700
10594,2024-12-08,12701,Corrientes,Online,122700
10573,2024-12-07,11496,Santa Fe,Online,125300
10574,2024-12-07,11171,La Pampa,Online,171200
10575,2024-12-07,11806,Santa Fe,Online,24600
10576,2024-12-07,10005,Santa Fe,Personal,138000
10577,2024-12-07,12857,Buenos Aires,Online,59600
10578,2024-12-07,12038,Cordoba,Online,91400
10579,2024-12-07,10555,Cordoba,Online,91200
10580,2024-12-07,13449,Santa Fe,Personal,106700
10581,2024-12-07,10316,Santa Fe,Online,65000
10582,2024-12-07,11537,Santa Fe,Online,131300
10570,2024-12-06,12098,Santa Fe,Online,133400
10571,2024-12-06,11466,Santa Fe,Online,30600
10572,2024-12-06,10088,Santa Fe,Online,62000
10555,2024-12-05,13176,Entre Rios,Online,40300
10556,2024-12-05,10716,Buenos Aires,Online,124500
10557,2024-12-05,10940,Santa Fe,Online,97200
10558,2024-12-05,11712,Santa Fe,Online,136500
10559,2024-12-05,12196,Buenos Aires,Online,34200
10560,2024-12-05,12334,Santa Fe,Online,139400
10561,2024-12-05,10137,Santa Fe,Online,175700
10562,2024-12-05,10249,Chaco,Online,31200
10563,2024-12-05,10578,Santa Fe,Online,40700
10564,2024-12-05,10079,Cordoba,Online,14900
10565,2024-12-05,10842,Santa Fe,Online,76500
10566,2024-12-05,11373,Corrientes,Online,68300
10567,2024-12-05,12722,Santa Fe,Online,192300
10568,2024-12-05,10326,Chaco,Personal,110100
10569,2024-12-05,12811,Corrientes,Online,85300
10547,2024-12-04,13370,Buenos Aires,Online,154000
10548,2024-12-04,13152,Cordoba,Online,27800
10549,2024-12-04,12991,Santa Fe,Online,23300
10550,2024-12-04,11024,Santa Fe,Online,125600
10551,2024-12-04,11019,Santa Fe,Online,37100
10552,2024-12-04,10084,Santa Fe,Online,63500
10553,2024-12-04,10881,Santa Fe,Personal,47800
10554,2024-12-04,12737,Santa Fe,Online,88800
10536,2024-12-03,13342,Cordoba,Online,72900
10537,2024-12-03,12896,Buenos Aires,Online,96800
10538,2024-12-03,10917,Santa Fe,Online,130400
10539,2024-12-03,12911,Cordoba,Online,91200
10540,2024-12-03,13252,Santa Fe,Online,147300
10541,2024-12-03,10054,Santa Fe,Online,186800
10542,2024-12-03,13233,Santa Fe,Online,85700
10543,2024-12-03,12231,Cordoba,Online,12100
10544,2024-12-03,10516,Buenos Aires,Online,138200
10545,2024-12-03,10688,Tucuman,Online,44000
10546,2024-12-03,10577,Cordoba,Online,35900
10524,2024-12-02,12318,Santa Fe,Online,165100
10525,2024-12-02,11565,Cordoba,Online,18600
10526,2024-12-02,11767,Buenos Aires,Personal,78800
10527,2024-12-02,11683,Entre Rios,Online,176200
10528,2024-12-02,11667,Santa Fe,Online,26100
10529,2024-12-02,10453,Santa Fe,Online,96700
10530,2024-12-02,10609,Santa Fe,Online,110100
10531,2024-12-02,12014,Cordoba,Online,71400
10532,2024-12-02,11683,Santa Fe,Personal,155100
10533,2024-12-02,11121,Santa Fe,Online,143000
10534,2024-12-02,10620,Santa Fe,Online,114600
10535,2024-12-02,12774,Santa Fe,Online,74400
10513,2024-12-01,10182,Entre Rios,Online,8100
10514,2024-12-01,12510,Santa Fe,Online,19400
10515,2024-12-01,13149,Santa Fe,Online,75500
10516,2024-12-01,11662,Santa Fe,Personal,118600
10517,2024-12-01,13489,Buenos Aires,Online,32400
10518,2024-12-01,11024,Santa Fe,Online,24300
10519,2024-12-01,13357,Cordoba,Online,67900
10520,2024-12-01,12568,Cordoba,Online,11800
10521,2024-12-01,13263,Cordoba,Online,25200
10522,2024-12-01,11149,Cordoba,Online,129400
10523,2024-12-01,10736,Santa Fe,Online,111600
10507,2024-11-30,10835,Buenos Aires,Online,7400
10508,2024-11-30,12371,Cordoba,Online,127800
10509,2024-11-30,11768,Cordoba,Online,214600
10510,2024-11-30,10830,Santa Fe,Online,111600
10511,2024-11-30,11727,Santa Fe,Online,183700
10512,2024-11-30,12803,Santa Fe,Online,139300
10499,2024-11-29,10849,Cordoba,Online,149000
10500,2024-11-29,13332,Buenos Aires,Personal,108800
10501,2024-11-29,10375,Cordoba,Online,73000
10502,2024-11-29,11637,Santa Fe,Online,52800
10503,2024-11-29,10497,Cordoba,Online,108100
10504,2024-11-29,10595,Cordoba,Personal,43200
10505,2024-11-29,10791,Santa Fe,Personal,68100
10506,2024-11-29,11394,Santa Fe,Online,127700
10489,2024-11-28,10071,Santa Fe,Personal,29800
10490,2024-11-28,11490,Cordoba,Online,114900
10491,2024-11-28,13387,Santa Fe,Online,130900
10492,2024-11-28,11271,Santa Fe,Online,163100
10493,2024-11-28,12671,Cordoba,Online,124500
10494,2024-11-28,12029,Santa Fe,Online,7400
10495,2024-11-28,13046,Santa Fe,Online,81400
10496,2024-11-28,11261,Buenos Aires,Online,126900
10497,2024-11-28,12688,Cordoba,Online,51400
10498,2024-11-28,11119,Cordoba,Online,59700
10487,2024-11-27,10825,Santa Fe,Online,168100
10488,2024-11-27,12200,Buenos Aires,Online,100400
10482,2024-11-26,13085,Santa Fe,Online,72700
10483,2024-11-26,12540,Cordoba,Online,131600
10484,2024-11-26,10315,Cordoba,Online,116100
10485,2024-11-26,12289,Santa Fe,Online,28500
10486,2024-11-26,11162,Santa Fe,Online,65300
10467,2024-11-25,12194,Santa Fe,Online,47200
10468,2024-11-25,10392,Cordoba,Online,154600
10469,2024-11-25,10480,Cordoba,Online,8100
10470,2024-11-25,13181,Santa Fe,Online,121100
10471,2024-11-25,11567,Buenos Aires,Online,121900
10472,2024-11-25,11454,Buenos Aires,Online,57400
10473,2024-11-25,11741,Tucuman,Online,60500
10474,2024-11-25,10735,Buenos Aires,Online,44000
10475,2024-11-25,10259,Buenos Aires,Online,133000
10476,2024-11-25,10805,Santa Fe,Online,100400
10477,2024-11-25,10162,Santa Fe,Online,143100
10478,2024-11-25,10279,Buenos Aires,Online,153400
10479,2024-11-25,10156,Santa Fe,Online,88600
10480,2024-11-25,12814,Santa Fe,Online,81400
10481,2024-11-25,12136,Cordoba,Online,138100
10457,2024-11-24,13012,Santa Fe,Online,76200
10458,2024-11-24,11378,Santa Fe,Online,59700
10459,2024-11-24,11260,Cordoba,Online,123700
10460,2024-11-24,11244,Santa Fe,Online,80600
10461,2024-11-24,10410,Cordoba,Personal,130100
10462,2024-11-24,11904,Santa Fe,Personal,66200
10463,2024-11-24,11281,Santa Fe,Online,38300
10464,2024-11-24,10980,Santa Fe,Online,83700
10465,2024-11-24,13351,Santa Fe,Online,130200
10466,2024-11-24,12874,Santa Fe,Online,124000
10444,2024-11-23,12320,Santa Fe,Online,23300
10445,2024-11-23,10465,Buenos Aires,Online,28600
10446,2024-11-23,12407,Tucuman,Online,79200
10447,2024-11-23,10648,Santa Fe,Online,8100
10448,2024-11-23,10599,Buenos Aires,Online,35800
10449,2024-11-23,11333,Santa Fe,Online,59400
10450,2024-11-23,12380,Santa Fe,Online,110500
10451,2024-11-23,12792,Santa Fe,Online,15800
10452,2024-11-23,11903,Santa Fe,Online,83700
10453,2024-11-23,11834,Santa Fe,Online,68500
10454,2024-11-23,13203,Santa Fe,Online,25500
10455,2024-11-23,10304,Santa Fe,Personal,207200
10456,2024-11-23,11574,Cordoba,Online,14800
10442,2024-11-22,11115,Santa Fe,Online,79000
10443,2024-11-22,11497,Cordoba,Personal,146400
10440,2024-11-21,12254,Buenos Aires,Online,138000
10441,2024-11-21,10018,Santa Fe,Online,19500
10430,2024-11-20,10087,Buenos Aires,Online,84400
10431,2024-11-20,12734,Santa Fe,Online,97300
10432,2024-11-20,10950,Buenos Aires,Online,52200
10433,2024-11-20,10349,Santa Fe,Online,15700
10434,2024-11-20,12445,Santiago del Estero,Online,60000
10435,2024-11-20,11343,Cordoba,Online,145100
10436,2024-11-20,12556,Cordoba,Personal,85400
10437,2024-11-20,13001,Santa Fe,Online,110100
10438,2024-11-20,10637,Santa Fe,Online,183800
10439,2024-11-20,12397,Chaco,Online,40300
10422,2024-11-19,13119,Santa Fe,Online,103000
10423,2024-11-19,11977,Corrientes,Online,117700
10424,2024-11-19,10454,Cordoba,Online,5500
10425,2024-11-19,13249,Santa Fe,Personal,175300
10426,2024-11-19,11433,Santa Fe,Online,53900
10427,2024-11-19,13484,Santa Fe,Online,78800
10428,2024-11-19,12117,La Pampa,Online,100700
10429,2024-11-19,12008,Santa Fe,Online,9700
10417,2024-11-18,10110,Buenos Aires,Online,73800
10418,2024-11-18,13366,Buenos Aires,Online,41000
10419,2024-11-18,11083,Santa Fe,Online,80000
10420,2024-11-18,10651,Santa Fe,Online,82300
10421,2024-11-18,13260,Corrientes,Online,57100
10405,2024-11-17,11565,Cordoba,Online,35800
10406,2024-11-17,12922,Cordoba,Online,202600
10407,2024-11-17,11000,Buenos Aires,Online,73000
10408,2024-11-17,10342,San Luis,Online,39500
10409,2024-11-17,11639,Santa Fe,Personal,73700
10410,2024-11-17,11972,Santa Fe,Online,123600
10411,2024-11-17,11613,Santa Fe,Online,74800
10412,2024-11-17,12465,Chaco,Online,202600
10413,2024-11-17,11591,Cordoba,Online,97900
10414,2024-11-17,12632,Santa Fe,Online,115800
10415,2024-11-17,10616,Santa Fe,Online,65700
10416,2024-11-17,11290,Santa Fe,Online,8700
10391,2024-11-16,10491,Cordoba,Online,23900
10392,2024-11-16,12954,Santa Fe,Online,55800
10393,2024-11-16,10315,Cordoba,Online,217200
10394,2024-11-16,12985,Buenos Aires,Online,19400
10395,2024-11-16,10563,Santa Fe,Online,35600
10396,2024-11-16,12800,Cordoba,Online,23600
10397,2024-11-16,10193,Cordoba,Online,160700
10398,2024-11-16,12580,Buenos Aires,Online,116400
10399,2024-11-16,12756,Santa Fe,Online,52900
10400,2024-11-16,11332,Buenos Aires,Online,14900
10401,2024-11-16,13235,Santa Fe,Online,175700
10402,2024-11-16,13303,La Pampa,Online,85900
10403,2024-11-16,10093,Santa Fe,Online,86900
10404,2024-11-16,10823,Santa Fe,Online,103800
10385,2024-11-15,12875,Santa Fe,Online,38800
10386,2024-11-15,11382,Cordoba,Online,139900
10387,2024-11-15,12765,Buenos Aires,Online,143800
10388,2024-11-15,11169,Santa Fe,Online,83900
10389,2024-11-15,12643,Santa Fe,Online,81800
10390,2024-11-15,13496,Santa Fe,Online,71800
10376,2024-11-14,11892,Santa Fe,Online,11600
10377,2024-11-14,12001,Buenos Aires,Online,44500
10378,2024-11-14,11250,Cordoba,Online,119400
10379,2024-11-14,12720,Cordoba,Online,117600
10380,2024-11-14,12418,Santa Fe,Online,68800
10381,2024-11-14,12286,Buenos Aires,Online,84300
10382,2024-11-14,13317,Santa Fe,Online,67200
10383,2024-11-14,12067,Santa Fe,Personal,19900
10384,2024-11-14,11464,Santa Fe,Online,82800
10370,2024-11-13,12189,Santa Fe,Online,17400
10371,2024-11-13,11100,Santa Fe,Online,25200
10372,2024-11-13,13094,Santa Fe,Online,35500
10373,2024-11-13,11464,Santa Fe,Online,92100
10374,2024-11-13,11800,Santa Fe,Online,71000
10375,2024-11-13,10197,Santa Fe,Online,62800
10366,2024-11-12,12930,Santa Fe,Online,123300
10367,2024-11-12,11189,Cordoba,Online,99600
10368,2024-11-12,12118,Santa Fe,Online,42900
10369,2024-11-12,11632,Santa Fe,Personal,131800
10361,2024-11-11,10457,Santa Fe,Online,24600
10362,2024-11-11,10347,Cordoba,Online,45700
10363,2024-11-11,13216,Santa Fe,Personal,127600
10364,2024-11-11,12530,Santa Fe,Online,150900
10365,2024-11-11,10012,Santa Fe,Online,13600
10357,2024-11-10,12334,Santa Fe,Online,133100
10358,2024-11-10,13378,Buenos Aires,Online,53200
10359,2024-11-10,10773,Santa Fe,Online,90300
10360,2024-11-10,11576,Santa Fe,Online,157900
10353,2024-11-09,10501,Buenos Aires,Online,40500
10354,2024-11-09,11838,Cordoba,Online,86700
10355,2024-11-09,12434,Santa Fe,Online,130700
10356,2024-11-09,12811,Corrientes,Online,28600
10345,2024-11-08,13303,La Pampa,Online,80000
10346,2024-11-08,12152,Cordoba,Personal,93600
10347,2024-11-08,13451,Cordoba,Online,46600
10348,2024-11-08,10780,Buenos Aires,Online,135300
10349,2024-11-08,12253,Cordoba,Online,49200
10350,2024-11-08,10572,Santa Fe,Personal,129100
10351,2024-11-08,10312,Santa Fe,Online,153200
10352,2024-11-08,13375,Santa Fe,Online,255300
10341,2024-11-07,11261,Santa Fe,Personal,31600
10342,2024-11-07,11165,Santa Fe,Online,116300
10343,2024-11-07,11000,Buenos Aires,Online,167900
10344,2024-11-07,12414,Santa Fe,Online,26900
10335,2024-11-06,11387,Cordoba,Online,15200
10336,2024-11-06,13255,Santa Fe,Online,157600
10337,2024-11-06,13261,Santa Fe,Online,119800
10338,2024-11-06,12009,Santiago del Estero,Online,111000
10339,2024-11-06,11283,Buenos Aires,Online,21100
10340,2024-11-06,12791,Cordoba,Online,91500
10328,2024-11-05,10473,Cordoba,Online,76900
10329,2024-11-05,12676,Buenos Aires,Online,135400
10330,2024-11-05,10175,Santa Fe,Online,203600
10331,2024-11-05,11878,Cordoba,Online,184200
10332,2024-11-05,10457,Santa Fe,Online,141600
10333,2024-11-05,11908,Santiago del Estero,Online,42300
10334,2024-11-05,12850,Cordoba,Online,37500
10322,2024-11-04,12015,Cordoba,Personal,40400
10323,2024-11-04,11304,Santa Fe,Online,101000
10324,2024-11-04,10549,Buenos Aires,Online,156800
10325,2024-11-04,10406,Buenos Aires,Online,34800
10326,2024-11-04,13496,Santa Fe,Online,116400
10327,2024-11-04,10301,Buenos Aires,Online,23500
10313,2024-11-03,12469,Santa Fe,Online,114900
10314,2024-11-03,10708,Buenos Aires,Online,81300
10315,2024-11-03,11519,Santa Fe,Online,93700
10316,2024-11-03,11877,Santa Fe,Online,18600
10317,2024-11-03,13095,Santa Fe,Online,164100
10318,2024-11-03,10206,Buenos Aires,Online,105700
10319,2024-11-03,12139,Buenos Aires,Online,66300
10320,2024-11-03,11729,Santa Fe,Online,12600
10321,2024-11-03,10268,Cordoba,Online,117300
10307,2024-11-02,10803,Santa Fe,Online,51200
10308,2024-11-02,12242,Cordoba,Online,175000
10309,2024-11-02,10551,Corrientes,Online,171000
10310,2024-11-02,13463,Santa Fe,Online,45200
10311,2024-11-02,10207,Cordoba,Online,279200
10312,2024-11-02,13331,Cordoba,Online,79300
10300,2024-11-01,11457,Santa Fe,Online,105700
10301,2024-11-01,12500,Santa Fe,Online,85800
10302,2024-11-01,12793,Santa Fe,Online,101300
10303,2024-11-01,13088,Cordoba,Online,64500
10304,2024-11-01,10904,Santa Fe,Online,80900
10305,2024-11-01,12567,Cordoba,Online,143200
10306,2024-11-01,10503,Santa Fe,Online,205100
10298,2024-10-31,10173,Santa Fe,Online,51500
10299,2024-10-31,13336,Corrientes,Online,14900
10296,2024-10-30,10230,Buenos Aires,Online,57500
10297,2024-10-30,13330,Cordoba,Online,123800
10283,2024-10-29,12497,Santa Fe,Online,143700
10284,2024-10-29,11505,Cordoba,Online,158700
10285,2024-10-29,11373,Corrientes,Online,158400
10286,2024-10-29,12234,Chaco,Online,163900
10287,2024-10-29,11784,Santa Fe,Online,36300
10288,2024-10-29,12106,Santa Fe,Online,174200
10289,2024-10-29,11036,Santa Fe,Online,55400
10290,2024-10-29,10817,Santa Fe,Online,146000
10291,2024-10-29,10210,Santa Fe,Personal,161000
10292,2024-10-29,11442,Santa Fe,Online,26300
10293,2024-10-29,13083,Buenos Aires,Online,76700
10294,2024-10-29,11996,Santa Fe,Online,69700
10295,2024-10-29,10637,Santa Fe,Online,34800
10280,2024-10-28,11760,Santa Fe,Online,48200
10281,2024-10-28,12346,Santa Fe,Online,109100
10282,2024-10-28,10105,Santa Fe,Online,93600
10266,2024-10-27,12091,Santa Fe,Online,90000
10267,2024-10-27,12246,Cordoba,Online,55100
10268,2024-10-27,11213,Santa Fe,Online,127100
10269,2024-10-27,10139,Santa Fe,Online,50400
10270,2024-10-27,13429,Santa Fe,Online,197600
10271,2024-10-27,10123,Santa Fe,Online,86100
10272,2024-10-27,11329,Santa Fe,Online,6300
10273,2024-10-27,13065,Cordoba,Online,29800
10274,2024-10-27,10904,Santa Fe,Online,14900
10275,2024-10-27,10869,Santa Fe,Online,33900
10276,2024-10-27,10010,Santa Fe,Online,103800
10277,2024-10-27,12062,Santa Fe,Personal,118400
10278,2024-10-27,12836,Buenos Aires,Online,98200
10279,2024-10-27,12678,Santa Fe,Online,62400
10251,2024-10-26,11029,Santa Fe,Online,19400
10252,2024-10-26,13495,Santa Fe,Online,61200
10253,2024-10-26,12507,Santa Fe,Online,81000
10254,2024-10-26,12550,Santa Fe,Online,16800
10255,2024-10-26,11212,Entre Rios,Online,157000
10256,2024-10-26,10909,Santa Fe,Online,31600
10257,2024-10-26,13304,Buenos Aires,Online,47100
10258,2024-10-26,10786,Santa Fe,Online,14800
10259,2024-10-26,10482,Buenos Aires,Online,107900
10260,2024-10-26,10430,Santa Fe,Online,218200
10261,2024-10-26,11220,Buenos Aires,Online,211500
10262,2024-10-26,12436,Santa Fe,Online,113000
10263,2024-10-26,13369,Santa Fe,Online,22500
10264,2024-10-26,13489,Buenos Aires,Online,79400
10265,2024-10-26,10876,Santa Fe,Online,79900
10242,2024-10-25,12604,San Luis,Online,184200
10243,2024-10-25,12540,Cordoba,Online,82300
10244,2024-10-25,13276,Cordoba,Online,39500
10245,2024-10-25,11750,Santa Fe,Personal,18600
10246,2024-10-25,11082,Santa Fe,Online,55600
10247,2024-10-25,10228,Santiago del Estero,Online,138300
10248,2024-10-25,10008,San Luis,Online,123700
10249,2024-10-25,12104,Santa Fe,Online,169100
10250,2024-10-25,11688,Santa Fe,Online,185400
10227,2024-10-24,13056,Santa Fe,Online,52100
10228,2024-10-24,10633,Corrientes,Online,73400
10229,2024-10-24,10068,Santa Fe,Online,66800
10230,2024-10-24,12044,Cordoba,Online,159700
10231,2024-10-24,11110,Santa Fe,Online,111800
10232,2024-10-24,10104,Santa Fe,Online,29700
10233,2024-10-24,12536,Buenos Aires,Online,70900
10234,2024-10-24,10546,Santiago del Estero,Online,71700
10235,2024-10-24,11041,Cordoba,Online,33900
10236,2024-10-24,11981,Santa Fe,Online,100600
10237,2024-10-24,10963,Santa Fe,Online,64900
10238,2024-10-24,11130,Buenos Aires,Online,27800
10239,2024-10-24,11658,Santa Fe,Online,180800
10240,2024-10-24,12523,Santa Fe,Personal,6900
10241,2024-10-24,12300,Cordoba,Online,36000
10223,2024-10-23,11621,Santa Fe,Online,42000
10224,2024-10-23,10026,Buenos Aires,Online,209500
10225,2024-10-23,10341,San Luis,Online,21800
10226,2024-10-23,10908,Santa Fe,Online,98100
10218,2024-10-22,10878,Cordoba,Online,27800
10219,2024-10-22,11765,Santa Fe,Online,72900
10220,2024-10-22,10912,Cordoba,Online,43600
10221,2024-10-22,12677,Cordoba,Online,10300
10222,2024-10-22,12993,Cordoba,Online,46800
10211,2024-10-21,11126,Buenos Aires,Online,88200
